vendor,S|P,PO_Group,Product_Code,Vendor_Code_List,Quantity,Plus_or_Minus,Base_Curve,Diameter,MF_Add_Power,Cylinder,Sphere_1,Sphere_2,Product_Type
107,S,BX,7036,null,null,+,null,null,null,-175,0400,0475,null
107,S,BY,7034,null,null,+,null,null,null,-225,0400,0475,null
107,S,BY,7035,null,null,+,null,null,null,-225,0400,0475,null
107,S,BY,7036,null,null,+,null,null,null,-225,0400,0475,null
107,S,BZ,7034,null,null,+,null,null,null,-275,0400,0475,null
107,S,BZ,7035,null,null,+,null,null,null,-275,0400,0475,null
107,S,BZ,7036,null,null,+,null,null,null,-275,0400,0475,null
107,S,CA,7034,null,null,+,null,null,null,-075,0500,0575,null
107,S,CA,7035,null,null,+,null,null,null,-075,0500,0575,null
107,S,CA,7036,null,null,+,null,null,null,-075,0500,0575,null
107,S,CB,7034,null,null,+,null,null,null,-125,0500,0575,null
107,S,CB,7035,null,null,+,null,null,null,-125,0500,0575,null
107,S,CB,7036,null,null,+,null,null,null,-125,0500,0575,null
107,S,CC,7034,null,null,+,null,null,null,-175,0500,0575,null
107,S,CC,7035,null,null,+,null,null,null,-175,0500,0575,null
107,S,CC,7036,null,null,+,null,null,null,-175,0500,0575,null
107,S,CD,7034,null,null,+,null,null,null,-225,0500,0575,null
107,S,CD,7035,null,null,+,null,null,null,-225,0500,0575,null
107,S,CD,7036,null,null,+,null,null,null,-225,0500,0575,null
107,S,CE,7034,null,null,+,null,null,null,-275,0500,0575,null
107,S,CE,7035,null,null,+,null,null,null,-275,0500,0575,null
107,S,CE,7036,null,null,+,null,null,null,-275,0500,0575,null
107,S,CF,7034,null,null,+,null,null,null,-075,null,null,null
107,S,CF,7035,null,null,+,null,null,null,-075,null,null,null
107,S,CF,7036,null,null,+,null,null,null,-075,null,null,null
107,S,CG,7034,null,null,+,null,null,null,-125,null,null,null
107,S,CG,7035,null,null,+,null,null,null,-125,null,null,null
107,S,CG,7036,null,null,+,null,null,null,-125,null,null,null
107,S,CH,7034,null,null,+,null,null,null,-175,null,null,null
107,S,CH,7035,null,null,+,null,null,null,-175,null,null,null
107,S,CH,7036,null,null,+,null,null,null,-175,null,null,null
107,S,CI,7034,null,null,+,null,null,null,-225,null,null,null
107,S,CI,7035,null,null,+,null,null,null,-225,null,null,null
107,S,CI,7036,null,null,+,null,null,null,-225,null,null,null
107,S,CJ,7034,null,null,+,null,null,null,-275,null,null,null
107,S,CJ,7035,null,null,+,null,null,null,-275,null,null,null
107,S,CJ,7036,null,null,+,null,null,null,-275,null,null,null
107,S,CK,7034,null,null,null,null,null,null,-075,0000,0075,null
107,S,CK,7035,null,null,null,null,null,null,-075,0000,0075,null
107,S,CK,7036,null,null,null,null,null,null,-075,0000,0075,null
107,S,CL,7034,null,null,null,null,null,null,-125,0000,0075,null
107,S,CL,7035,null,null,null,null,null,null,-125,0000,0075,null
107,S,CL,7036,null,null,null,null,null,null,-125,0000,0075,null
107,S,CM,7034,null,null,null,null,null,null,-175,0000,0075,null
107,S,CM,7035,null,null,null,null,null,null,-175,0000,0075,null
107,S,CM,7036,null,null,null,null,null,null,-175,0000,0075,null
107,S,CN,7034,null,null,null,null,null,null,-225,0000,0075,null
107,S,CN,7035,null,null,null,null,null,null,-225,0000,0075,null
107,S,CN,7036,null,null,null,null,null,null,-225,0000,0075,null
107,S,CO,7034,null,null,null,null,null,null,-275,0000,0075,null
107,S,CO,7035,null,null,null,null,null,null,-275,0000,0075,null
107,S,CO,7036,null,null,null,null,null,null,-275,0000,0075,null
107,S,CP,7034,null,null,null,null,null,null,-075,0100,0175,null
107,S,CP,7035,null,null,null,null,null,null,-075,0100,0175,null
107,S,CP,7036,null,null,null,null,null,null,-075,0100,0175,null
107,S,CQ,7034,null,null,null,null,null,null,-125,0100,0175,null
107,S,CQ,7035,null,null,null,null,null,null,-125,0100,0175,null
107,S,CQ,7036,null,null,null,null,null,null,-125,0100,0175,null
107,S,CR,7034,null,null,null,null,null,null,-175,0100,0175,null
107,S,CR,7035,null,null,null,null,null,null,-175,0100,0175,null
107,S,CR,7036,null,null,null,null,null,null,-175,0100,0175,null
107,S,CS,7034,null,null,null,null,null,null,-225,0100,0175,null
107,S,CS,7035,null,null,null,null,null,null,-225,0100,0175,null
107,S,CS,7036,null,null,null,null,null,null,-225,0100,0175,null
107,S,CT,7034,null,null,null,null,null,null,-275,0100,0175,null
107,S,CT,7035,null,null,null,null,null,null,-275,0100,0175,null
107,S,CT,7036,null,null,null,null,null,null,-275,0100,0175,null
107,S,CU,7034,null,null,null,null,null,null,-075,0200,0275,null
107,S,CU,7035,null,null,null,null,null,null,-075,0200,0275,null
107,S,CU,7036,null,null,null,null,null,null,-075,0200,0275,null
107,S,CV,7034,null,null,null,null,null,null,-125,0200,0275,null
107,S,CV,7035,null,null,null,null,null,null,-125,0200,0275,null
107,S,CV,7036,null,null,null,null,null,null,-125,0200,0275,null
107,S,CW,7034,null,null,null,null,null,null,-175,0200,0275,null
107,S,CW,7035,null,null,null,null,null,null,-175,0200,0275,null
107,S,CW,7036,null,null,null,null,null,null,-175,0200,0275,null
107,S,CX,7034,null,null,null,null,null,null,-225,0200,0275,null
107,S,CX,7035,null,null,null,null,null,null,-225,0200,0275,null
107,S,CX,7036,null,null,null,null,null,null,-225,0200,0275,null
107,S,CY,7034,null,null,null,null,null,null,-275,0200,0275,null
107,S,CY,7035,null,null,null,null,null,null,-275,0200,0275,null
107,S,CY,7036,null,null,null,null,null,null,-275,0200,0275,null
107,S,CZ,7034,null,null,null,null,null,null,-075,0300,0375,null
107,S,CZ,7035,null,null,null,null,null,null,-075,0300,0375,null
107,S,CZ,7036,null,null,null,null,null,null,-075,0300,0375,null
107,S,DA,7034,null,null,null,null,null,null,-125,0300,0375,null
107,S,DA,7035,null,null,null,null,null,null,-125,0300,0375,null
107,S,DA,7036,null,null,null,null,null,null,-125,0300,0375,null
107,S,DB,7034,null,null,null,null,null,null,-175,0300,0375,null
107,S,DB,7035,null,null,null,null,null,null,-175,0300,0375,null
107,S,DB,7036,null,null,null,null,null,null,-175,0300,0375,null
107,S,DC,7034,null,null,null,null,null,null,-225,0300,0375,null
107,S,DC,7035,null,null,null,null,null,null,-225,0300,0375,null
107,S,DC,7036,null,null,null,null,null,null,-225,0300,0375,null
107,S,DD,7034,null,null,null,null,null,null,-275,0300,0375,null
107,S,DD,7035,null,null,null,null,null,null,-275,0300,0375,null
107,S,DD,7036,null,null,null,null,null,null,-275,0300,0375,null
107,S,DE,7034,null,null,null,null,null,null,-075,0400,0475,null
107,S,DE,7035,null,null,null,null,null,null,-075,0400,0475,null
107,S,DE,7036,null,null,null,null,null,null,-075,0400,0475,null
107,S,DF,7034,null,null,null,null,null,null,-125,0400,0475,null
107,S,DF,7035,null,null,null,null,null,null,-125,0400,0475,null
107,S,DF,7036,null,null,null,null,null,null,-125,0400,0475,null
107,S,DG,7034,null,null,null,null,null,null,-175,0400,0475,null
107,S,DG,7035,null,null,null,null,null,null,-175,0400,0475,null
107,S,DG,7036,null,null,null,null,null,null,-175,0400,0475,null
107,S,DH,7034,null,null,null,null,null,null,-225,0400,0475,null
107,S,DH,7035,null,null,null,null,null,null,-225,0400,0475,null
107,S,DH,7036,null,null,null,null,null,null,-225,0400,0475,null
107,S,DI,7034,null,null,null,null,null,null,-275,0400,0475,null
107,S,DI,7035,null,null,null,null,null,null,-275,0400,0475,null
107,S,DI,7036,null,null,null,null,null,null,-275,0400,0475,null
107,S,DJ,7034,null,null,null,null,null,null,-075,0500,0575,null
107,S,DJ,7035,null,null,null,null,null,null,-075,0500,0575,null
107,S,DJ,7036,null,null,null,null,null,null,-075,0500,0575,null
107,S,DK,7034,null,null,null,null,null,null,-125,0500,0575,null
107,S,DK,7035,null,null,null,null,null,null,-125,0500,0575,null
107,S,DK,7036,null,null,null,null,null,null,-125,0500,0575,null
107,S,DL,7034,null,null,null,null,null,null,-175,0500,0575,null
107,S,DL,7035,null,null,null,null,null,null,-175,0500,0575,null
107,S,DL,7036,null,null,null,null,null,null,-175,0500,0575,null
107,S,DM,7034,null,null,null,null,null,null,-225,0500,0575,null
107,S,DM,7035,null,null,null,null,null,null,-225,0500,0575,null
107,S,DM,7036,null,null,null,null,null,null,-225,0500,0575,null
107,S,DN,7034,null,null,null,null,null,null,-275,0500,0575,null
107,S,DN,7035,null,null,null,null,null,null,-275,0500,0575,null
107,S,DN,7036,null,null,null,null,null,null,-275,0500,0575,null
107,S,DO,7034,null,null,null,null,null,null,-075,0600,0675,null
107,S,DO,7035,null,null,null,null,null,null,-075,0600,0675,null
107,S,DO,7036,null,null,null,null,null,null,-075,0600,0675,null
107,S,DP,7034,null,null,null,null,null,null,-125,0600,0675,null
107,S,DP,7035,null,null,null,null,null,null,-125,0600,0675,null
107,S,DP,7036,null,null,null,null,null,null,-125,0600,0675,null
107,S,DQ,7034,null,null,null,null,null,null,-175,0600,0675,null
107,S,DQ,7035,null,null,null,null,null,null,-175,0600,0675,null
107,S,DQ,7036,null,null,null,null,null,null,-175,0600,0675,null
107,S,DR,7034,null,null,null,null,null,null,-225,0600,0675,null
107,S,DR,7035,null,null,null,null,null,null,-225,0600,0675,null
107,S,DR,7036,null,null,null,null,null,null,-225,0600,0675,null
107,S,DS,7034,null,null,null,null,null,null,-275,0600,0675,null
107,S,DS,7035,null,null,null,null,null,null,-275,0600,0675,null
107,S,DS,7036,null,null,null,null,null,null,-275,0600,0675,null
107,S,DT,7034,null,null,null,null,null,null,-075,0700,0775,null
107,S,DT,7035,null,null,null,null,null,null,-075,0700,0775,null
107,S,DT,7036,null,null,null,null,null,null,-075,0700,0775,null
107,S,DU,7034,null,null,null,null,null,null,-125,0700,0775,null
107,S,DU,7035,null,null,null,null,null,null,-125,0700,0775,null
107,S,DU,7036,null,null,null,null,null,null,-125,0700,0775,null
107,S,DV,7034,null,null,null,null,null,null,-175,0700,0775,null
107,S,DV,7035,null,null,null,null,null,null,-175,0700,0775,null
107,S,DV,7036,null,null,null,null,null,null,-175,0700,0775,null
107,S,DW,7034,null,null,null,null,null,null,-225,0700,0775,null
107,S,DW,7035,null,null,null,null,null,null,-225,0700,0775,null
107,S,DW,7036,null,null,null,null,null,null,-225,0700,0775,null
107,S,DX,7034,null,null,null,null,null,null,-275,0700,0775,null
107,S,DX,7035,null,null,null,null,null,null,-275,0700,0775,null
107,S,DX,7036,null,null,null,null,null,null,-275,0700,0775,null
107,S,DY,7034,null,null,null,null,null,null,-075,0800,0875,null
107,S,DY,7035,null,null,null,null,null,null,-075,0800,0875,null
107,S,DY,7036,null,null,null,null,null,null,-075,0800,0875,null
107,S,EA,7034,null,null,null,null,null,null,-125,0800,0875,null
107,S,EA,7035,null,null,null,null,null,null,-125,0800,0875,null
107,S,EA,7036,null,null,null,null,null,null,-125,0800,0875,null
107,S,EB,7034,null,null,null,null,null,null,-175,0800,0875,null
107,S,EB,7035,null,null,null,null,null,null,-175,0800,0875,null
107,S,EB,7036,null,null,null,null,null,null,-175,0800,0875,null
107,S,EC,7034,null,null,null,null,null,null,-225,0800,0875,null
107,S,EC,7035,null,null,null,null,null,null,-225,0800,0875,null
107,S,EC,7036,null,null,null,null,null,null,-225,0800,0875,null
107,S,ED,7034,null,null,null,null,null,null,-275,0800,0875,null
107,S,ED,7035,null,null,null,null,null,null,-275,0800,0875,null
107,S,ED,7036,null,null,null,null,null,null,-275,0800,0875,null
107,S,EE,7034,null,null,null,null,null,null,-075,null,null,null
107,S,EE,7035,null,null,null,null,null,null,-075,null,null,null
107,S,EE,7036,null,null,null,null,null,null,-075,null,null,null
107,S,EF,7034,null,null,null,null,null,null,-125,null,null,null
107,S,EF,7035,null,null,null,null,null,null,-125,null,null,null
107,S,EF,7036,null,null,null,null,null,null,-125,null,null,null
107,S,EG,7034,null,null,null,null,null,null,-175,null,null,null
107,S,EG,7035,null,null,null,null,null,null,-175,null,null,null
107,S,EG,7036,null,null,null,null,null,null,-175,null,null,null
107,S,EH,7034,null,null,null,null,null,null,-225,null,null,null
107,S,EH,7035,null,null,null,null,null,null,-225,null,null,null
107,S,EH,7036,null,null,null,null,null,null,-225,null,null,null
107,S,EI,7034,null,null,null,null,null,null,-275,null,null,null
107,S,EI,7035,null,null,null,null,null,null,-275,null,null,null
107,S,EI,7036,null,null,null,null,null,null,-275,null,null,null
107,S,FA,7048,null,null,+,null,null,null,-075,0025,0075,null
107,S,FA,7049,null,null,+,null,null,null,-075,0025,0075,null
107,S,FA,7050,null,null,+,null,null,null,-075,0025,0075,null
107,S,FA,7052,null,null,+,null,null,null,-075,0025,0075,null
107,S,FB,7048,null,null,+,null,null,null,-125,0025,0075,null
107,S,FB,7049,null,null,+,null,null,null,-125,0025,0075,null
107,S,FB,7050,null,null,+,null,null,null,-125,0025,0075,null
107,S,FB,7052,null,null,+,null,null,null,-125,0025,0075,null
107,S,FC,7048,null,null,+,null,null,null,-175,0025,0075,null
107,S,FC,7049,null,null,+,null,null,null,-175,0025,0075,null
107,S,FC,7050,null,null,+,null,null,null,-175,0025,0075,null
107,S,FC,7052,null,null,+,null,null,null,-175,0025,0075,null
107,S,FD,7048,null,null,+,null,null,null,-225,0025,0075,null
107,S,FD,7049,null,null,+,null,null,null,-225,0025,0075,null
107,S,FD,7050,null,null,+,null,null,null,-225,0025,0075,null
107,S,FD,7052,null,null,+,null,null,null,-225,0025,0075,null
107,S,FE,7048,null,null,+,null,null,null,-075,0100,0175,null
107,S,FE,7049,null,null,+,null,null,null,-075,0100,0175,null
107,S,FE,7050,null,null,+,null,null,null,-075,0100,0175,null
107,S,FE,7052,null,null,+,null,null,null,-075,0100,0175,null
107,S,FF,7048,null,null,+,null,null,null,-125,0100,0175,null
107,S,FF,7049,null,null,+,null,null,null,-125,0100,0175,null
107,S,FF,7050,null,null,+,null,null,null,-125,0100,0175,null
107,S,FF,7052,null,null,+,null,null,null,-125,0100,0175,null
107,S,FG,7048,null,null,+,null,null,null,-175,0100,0175,null
107,S,FG,7049,null,null,+,null,null,null,-175,0100,0175,null
107,S,FG,7050,null,null,+,null,null,null,-175,0100,0175,null
107,S,FG,7052,null,null,+,null,null,null,-175,0100,0175,null
107,S,FH,7048,null,null,+,null,null,null,-225,0100,0175,null
107,S,FH,7049,null,null,+,null,null,null,-225,0100,0175,null
107,S,FH,7050,null,null,+,null,null,null,-225,0100,0175,null
107,S,FH,7052,null,null,+,null,null,null,-225,0100,0175,null
107,S,FI,7048,null,null,+,null,null,null,-075,0200,0275,null
107,S,FI,7049,null,null,+,null,null,null,-075,0200,0275,null
107,S,FI,7050,null,null,+,null,null,null,-075,0200,0275,null
107,S,FI,7052,null,null,+,null,null,null,-075,0200,0275,null
107,S,FJ,7048,null,null,+,null,null,null,-125,0200,0275,null
107,S,FJ,7049,null,null,+,null,null,null,-125,0200,0275,null
107,S,FJ,7050,null,null,+,null,null,null,-125,0200,0275,null
107,S,FJ,7052,null,null,+,null,null,null,-125,0200,0275,null
107,S,FK,7048,null,null,+,null,null,null,-175,0200,0275,null
107,S,FK,7049,null,null,+,null,null,null,-175,0200,0275,null
107,S,FK,7050,null,null,+,null,null,null,-175,0200,0275,null
107,S,FK,7052,null,null,+,null,null,null,-175,0200,0275,null
107,S,FL,7048,null,null,+,null,null,null,-225,0200,0275,null
107,S,FL,7049,null,null,+,null,null,null,-225,0200,0275,null
107,S,FL,7050,null,null,+,null,null,null,-225,0200,0275,null
107,S,FL,7052,null,null,+,null,null,null,-225,0200,0275,null
107,S,FM,7048,null,null,+,null,null,null,-075,0300,0375,null
107,S,FM,7049,null,null,+,null,null,null,-075,0300,0375,null
107,S,FM,7050,null,null,+,null,null,null,-075,0300,0375,null
107,S,FM,7052,null,null,+,null,null,null,-075,0300,0375,null
107,S,FN,7048,null,null,+,null,null,null,-125,0300,0375,null
107,S,FN,7049,null,null,+,null,null,null,-125,0300,0375,null
107,S,FN,7050,null,null,+,null,null,null,-125,0300,0375,null
107,S,FN,7052,null,null,+,null,null,null,-125,0300,0375,null
107,S,FO,7048,null,null,+,null,null,null,-175,0300,0375,null
107,S,FO,7049,null,null,+,null,null,null,-175,0300,0375,null
107,S,FO,7050,null,null,+,null,null,null,-175,0300,0375,null
107,S,FO,7052,null,null,+,null,null,null,-175,0300,0375,null
107,S,FP,7048,null,null,+,null,null,null,-225,0300,0375,null
107,S,FP,7049,null,null,+,null,null,null,-225,0300,0375,null
107,S,FP,7050,null,null,+,null,null,null,-225,0300,0375,null
107,S,FP,7052,null,null,+,null,null,null,-225,0300,0375,null
107,S,FQ,7048,null,null,+,null,null,null,-075,0400,0475,null
107,S,FQ,7049,null,null,+,null,null,null,-075,0400,0475,null
107,S,FQ,7050,null,null,+,null,null,null,-075,0400,0475,null
107,S,FQ,7052,null,null,+,null,null,null,-075,0400,0475,null
107,S,FR,7048,null,null,+,null,null,null,-125,0400,0475,null
107,S,FR,7049,null,null,+,null,null,null,-125,0400,0475,null
107,S,FR,7050,null,null,+,null,null,null,-125,0400,0475,null
107,S,FR,7052,null,null,+,null,null,null,-125,0400,0475,null
107,S,FS,7048,null,null,+,null,null,null,-175,0400,0475,null
107,S,FS,7049,null,null,+,null,null,null,-175,0400,0475,null
107,S,FS,7050,null,null,+,null,null,null,-175,0400,0475,null
107,S,FS,7052,null,null,+,null,null,null,-175,0400,0475,null
107,S,FT,7048,null,null,+,null,null,null,-225,0400,0475,null
107,S,FT,7049,null,null,+,null,null,null,-225,0400,0475,null
107,S,FT,7050,null,null,+,null,null,null,-225,0400,0475,null
107,S,FT,7052,null,null,+,null,null,null,-225,0400,0475,null
107,S,FU,7048,null,null,+,null,null,null,-075,0500,0575,null
107,S,FU,7049,null,null,+,null,null,null,-075,0500,0575,null
107,S,FU,7050,null,null,+,null,null,null,-075,0500,0575,null
107,S,FU,7052,null,null,+,null,null,null,-075,0500,0575,null
107,S,FV,7048,null,null,+,null,null,null,-125,0500,0575,null
107,S,FV,7049,null,null,+,null,null,null,-125,0500,0575,null
107,S,FV,7050,null,null,+,null,null,null,-125,0500,0575,null
107,S,FV,7052,null,null,+,null,null,null,-125,0500,0575,null
107,S,FW,7048,null,null,+,null,null,null,-175,0500,0575,null
107,S,FW,7049,null,null,+,null,null,null,-175,0500,0575,null
107,S,FW,7050,null,null,+,null,null,null,-175,0500,0575,null
107,S,FW,7052,null,null,+,null,null,null,-175,0500,0575,null
107,S,FX,7048,null,null,+,null,null,null,-225,0500,0575,null
107,S,FX,7049,null,null,+,null,null,null,-225,0500,0575,null
107,S,FX,7050,null,null,+,null,null,null,-225,0500,0575,null
107,S,FX,7052,null,null,+,null,null,null,-225,0500,0575,null
107,S,FY,7048,null,null,+,null,null,null,-075,null,null,null
107,S,FY,7049,null,null,+,null,null,null,-075,null,null,null
107,S,FY,7050,null,null,+,null,null,null,-075,null,null,null
107,S,FY,7052,null,null,+,null,null,null,-075,null,null,null
107,S,FZ,7048,null,null,+,null,null,null,-125,null,null,null
107,S,FZ,7049,null,null,+,null,null,null,-125,null,null,null
107,S,FZ,7050,null,null,+,null,null,null,-125,null,null,null
107,S,FZ,7052,null,null,+,null,null,null,-125,null,null,null
107,S,GA,7048,null,null,+,null,null,null,-175,null,null,null
107,S,GA,7049,null,null,+,null,null,null,-175,null,null,null
107,S,GA,7050,null,null,+,null,null,null,-175,null,null,null
107,S,GA,7052,null,null,+,null,null,null,-175,null,null,null
107,S,GB,7048,null,null,+,null,null,null,-225,null,null,null
107,S,GB,7049,null,null,+,null,null,null,-225,null,null,null
107,S,GB,7050,null,null,+,null,null,null,-225,null,null,null
107,S,GB,7052,null,null,+,null,null,null,-225,null,null,null
107,S,GC,7048,null,null,null,null,null,null,-075,0000,0075,null
107,S,GC,7049,null,null,null,null,null,null,-075,0000,0075,null
107,S,GC,7050,null,null,null,null,null,null,-075,0000,0075,null
107,S,GC,7052,null,null,null,null,null,null,-075,0000,0075,null
107,S,GD,7048,null,null,null,null,null,null,-125,0000,0075,null
107,S,GD,7049,null,null,null,null,null,null,-125,0000,0075,null
107,S,GD,7050,null,null,null,null,null,null,-125,0000,0075,null
107,S,GD,7052,null,null,null,null,null,null,-125,0000,0075,null
107,S,GE,7048,null,null,null,null,null,null,-175,0000,0075,null
107,S,GE,7049,null,null,null,null,null,null,-175,0000,0075,null
107,S,GE,7050,null,null,null,null,null,null,-175,0000,0075,null
107,S,GE,7052,null,null,null,null,null,null,-175,0000,0075,null
107,S,GF,7048,null,null,null,null,null,null,-225,0000,0075,null
107,S,GF,7049,null,null,null,null,null,null,-225,0000,0075,null
107,S,GF,7050,null,null,null,null,null,null,-225,0000,0075,null
107,S,GF,7052,null,null,null,null,null,null,-225,0000,0075,null
107,S,GG,7048,null,null,null,null,null,null,-075,0100,0175,null
107,S,GG,7049,null,null,null,null,null,null,-075,0100,0175,null
107,S,GG,7050,null,null,null,null,null,null,-075,0100,0175,null
107,S,GG,7052,null,null,null,null,null,null,-075,0100,0175,null
107,S,GH,7048,null,null,null,null,null,null,-125,0100,0175,null
107,S,GH,7049,null,null,null,null,null,null,-125,0100,0175,null
107,S,GH,7050,null,null,null,null,null,null,-125,0100,0175,null
107,S,GH,7052,null,null,null,null,null,null,-125,0100,0175,null
107,S,GI,7048,null,null,null,null,null,null,-175,0100,0175,null
107,S,GI,7049,null,null,null,null,null,null,-175,0100,0175,null
107,S,GI,7050,null,null,null,null,null,null,-175,0100,0175,null
